original_title,genre_names,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,keyword_names
Saint Ralph,"Comedy, Drama",0,1.688495,2004-09-11,0,95.0,7.3,24,"sport, independent film"
Miss Julie,Drama,5500000,5.033065,2014-09-07,5000000,120.0,5.9,45,"love triangle, love, irish, valet, woman director, 19th century"
Somewhere in Time,"Science Fiction, Drama, Fantasy, Romance",5100000,5.934016,1980-10-02,0,103.0,7.2,102,"time travel, playwright, 1910s"
Dum Maaro Dum,"Drama, Action, Crime, Foreign",0,0.075817,2011-04-22,0,130.0,5.4,7,"goa, drug bust, rave party"
Insidious: Chapter 2,"Horror, Thriller",5000000,48.375848,2013-09-12,0,106.0,6.5,1211,"haunted house, possession, demon, family, ghost, bride in black"
Saw II,Horror,4000000,42.187986,2005-10-28,152925093,92.0,6.3,1251,"riddle, serial killer"
10 Cloverfield Lane,"Thriller, Science Fiction, Drama",15000000,53.698683,2016-03-10,108286421,103.0,6.8,2468,"kidnapping, bunker, paranoia, basement, survivalist, apocalypse, car accident, captive"
Jackass: The Movie,"Documentary, Comedy",5000000,14.752587,2002-10-21,64282312,87.0,6.1,345,"disgust, pain, stunts, music video, stuntman, stupidity, shocking"
Lights Out,"Horror, Thriller",4900000,48.170508,2016-07-21,44107032,81.0,6.3,1129,"suicide, darkness, basement, based on short story, fear of the dark, ghost"
Paranormal Activity 3,Horror,5000000,29.15813,2011-10-19,205703818,83.0,5.9,669,"witch, sister sister relationship, sequel, prequel, haunting, found footage"
Ouija,Horror,5000000,56.30466,2014-10-24,103590271,89.0,4.9,983,"death of a friend, swimming pool, ouija, ouija board, teenager, based on board game, ghost, spiritualism, supernatural horror"
A Nightmare on Elm Street 3: Dream Warriors,"Horror, Thriller",5000000,17.304055,1987-02-27,44793222,96.0,6.5,354,"group therapy, nightmare, hypnosis, trapped, alcoholic, mental illness, catholicism, disfigurement, sleepwalking, mental hospital, psychotherapist, dreams"
No se Aceptan Devoluciones,"Comedy, Drama",5500000,9.59729,2013-07-20,99067206,115.0,7.5,205,"bachelor, vespa"
Paranormal Activity 4,Horror,5000000,20.326337,2012-10-17,142817992,95.0,5.2,563,"garage, poltergeist, webcam, imaginary friend, bathtub, tricycle, found footage, laptop computer, videotape, evil child, levitation, aftercreditsstinger, neighbor neighbor relationship, adopted child"
The Robe,Drama,4100000,4.028875,1953-09-16,36000000,135.0,6.4,42,"crucifixion, ancient rome"
The Return of the Pink Panther,Comedy,5000000,6.470766,1975-05-21,41833347,113.0,6.7,137,"robbery, diamant, côte d'azur, inspector, panther"
Freddy's Dead: The Final Nightmare,"Horror, Thriller, Comedy",11000000,16.856231,1991-09-05,34872033,89.0,5.1,272,"amnesia, nightmare, alternate dimension, psychologist, memory loss, youth, killer, disfigurement, duringcreditsstinger, woman director, halfway house, dreams, memories"
Monster,"Crime, Drama",8000000,19.683187,2003-11-16,60378584,110.0,7.0,485,"female nudity, prostitute, rape, sexual abuse, desperation, death penalty, motel, job interview, based on true story, murder, betrayal, serial killer, poverty, prostitution, heartbreak, mental illness, woman director, ugly"
"20,000 Leagues Under the Sea","Adventure, Drama, Science Fiction",5000000,9.358197,1954-12-23,28200000,127.0,6.8,157,"diving, ocean, submarine, jules verne, captain, atlantis, deep sea, war ship, diving suit, harpoon, ship, war, scuba diving, underwater, scuba, captain nemo, giant  squid"
Paranormal Activity: The Marked Ones,"Horror, Thriller",5000000,19.984477,2014-01-01,86362372,84.0,5.2,449,"supernatural, demon, found footage"
The Elephant Man,"Drama, History",5000000,30.271066,1980-10-02,26010864,124.0,7.9,719,"exploitation, biography, hospital, curiosity, sideshow, disfigurement, physical deformity, freak, 19th century, dignity"
Dallas Buyers Club,"Drama, History",5000000,59.454473,2013-09-07,55198285,117.0,7.9,2886,"women, aids, biography, based on true story, hiv, drug, 1980s"
The Lazarus Effect,"Thriller, Horror",3300000,20.304235,2015-01-29,64110728,83.0,5.1,505,"terror, experiment, afterlife, paranormal, violence, death, evil, researcher, possesion"
Memento,"Mystery, Thriller",9000000,60.715151,2000-10-11,39723096,113.0,8.1,4028,"individual, insulin, tattoo, waitress, amnesia, motel, insurance salesman, revenge, memory loss, polaroid, flashback, neo-noir"
Oculus,Horror,5000000,35.871248,2013-09-08,44030246,104.0,6.3,1050,"hallucination, supernatural, mirror, skepticism, ghost"
Clerks II,Comedy,5000000,18.077963,2006-05-25,26888376,97.0,6.9,398,"independent film, aftercreditsstinger, duringcreditsstinger"
Billy Elliot,"Drama, Comedy, Music",5000000,20.428237,2000-05-18,110000000,110.0,7.4,750,"workers' quarter, dancing class, strike, northern england, scholarship, ballet"
The Way Way Back,"Comedy, Drama",4600000,32.14444,2013-06-06,23198652,103.0,7.1,688,"shyness, beach, bicycle, conversation, friendship, step father, vacation, job, neighbor, summer, teenager, water park, awkwardness"
House Party 2,Comedy,0,3.673566,1991-10-23,0,94.0,4.7,21,
The Man from Snowy River,"Family, Drama, Action, Western, Romance",3500000,3.656491,1982-03-02,20659423,104.0,6.8,37,"regret, river, horse, ranch, australia, brumby, brumbies, colt, stockman, clancy of the overflow"
Doug's 1st Movie,"Animation, Family, Comedy",0,1.88484,1999-03-26,0,77.0,5.4,22,"journalism, dance, daydream, friendship, pollution, cartoon, number in title, kids and family, valentine"
The Apostle,Drama,5000000,4.227807,1997-10-09,0,134.0,6.1,38,"christianity, coma, jealousy, radio station, texas, apostle, minister, louisiana, forgiveness, independent film, preacher"
Mommie Dearest,Drama,0,3.102862,1981-09-18,0,129.0,6.5,54,"ax, biography, sociopath, lawyer, mansion, docudrama, perfection, adopted child"
Our Idiot Brother,"Comedy, Drama",10000000,15.688439,2011-08-26,17273593,90.0,5.9,365,"brother sister relationship, sister sister relationship, family clan, idealist, duringcreditsstinger"
Race,"Action, Drama",5000000,22.9951,2016-02-19,24804129,134.0,7.1,478,"olympic games, biography, sport, historical figure, nazi germany, racism, african american, track and field"
The Players Club,Drama,0,5.769822,1998-04-08,0,104.0,6.4,14,"strip club, stripper, dominatrix, cat fight"
"As Above, So Below","Horror, Thriller",5000000,26.510558,2014-08-14,40100000,93.0,6.1,766,"paris, treasure, catacombs, scientist, singing in a car, archaeologist, loss of friend, subjective camera, found footage, thick accent, female archeologist, burning car, philosopher's stone, french accent, rapping in a car"
Addicted,"Drama, Thriller",0,7.544515,2014-10-10,0,105.0,5.4,63,"infidelity, obsession, lie, sin, interracial relationship, cheating wife, lust, attraction, deceit, temptation, hipersexualidad, faithful husband"
Eve's Bayou,Drama,0,1.126941,1997-09-07,0,109.0,6.1,27,"sister sister relationship, menstruation, superstition, independent film, curse, mother daughter relationship, tavern, aunt niece relationship, father daughter relationship, all black cast, woman director"
Still Alice,Drama,5000000,35.307577,2014-12-05,43884652,99.0,7.5,1104,"mother, professor, illness"
The Egyptian,"History, Drama",5000000,4.079111,1954-08-25,15000000,139.0,6.0,11,egypt
Nighthawks,"Action, Crime, Thriller",5000000,7.058868,1981-03-17,19905359,99.0,6.4,86,
Friday the 13th Part VIII: Jason Takes Manhattan,"Horror, Thriller",5000000,12.904615,1989-07-28,14000000,100.0,4.8,191,"new york, boat, mask, psychopath, high school, sewerage, times square, serial killer, teenager, jason vorhees"
My Big Fat Greek Wedding,"Comedy, Drama, Romance",5000000,18.115566,2002-02-22,368744044,95.0,6.2,671,"usa, parents kids relationship, greece, culture clash, midlife crisis, restaurant, bad mother-in-law, mother-in-law, parents-in-law, son-in-law, father-in-law, patriarch, bad father-in-law, greek, wedding, family, xenophobia"
Spring Breakers,"Drama, Crime",5000000,62.554173,2013-01-24,31724284,94.0,5.0,1551,"female nudity, sex, florida, drug dealer, nudity, female friendship, party, art house, drug, spring break, young adult"
Halloween: The Curse of Michael Myers,"Horror, Thriller",5000000,9.483717,1995-09-29,15116634,88.0,5.0,170,"mass murder, nudity, halloween, attempt to escape, cult, psychopath, escape agent, murder, escape, slasher, doctor, niece, death, evil, michael myers, psychiatric, murder hunt, halloween night"
Y tu mamá también,"Drama, Romance",5000000,16.890285,2001-06-08,33616692,106.0,7.3,315,"mexico, sex, beach, group sex, male friendship, road trip, coming of age, teenager, lgbt, new mexican cinema"
Shaun of the Dead,"Horror, Comedy",4000000,49.12486,2004-04-09,30039392,99.0,7.5,2420,"record collection, flower, cheese, pub, surrey, romantic comedy, zombie, english, tv show in film, cricket bat, broken bottle, survival horror, british pub, english pub, you've got red on you"
The Haunting of Molly Hartley,"Drama, Horror",0,8.309894,2008-10-31,0,82.0,4.3,48,
Lone Star,"Drama, Mystery, Romance",5000000,5.960149,1996-06-21,13269963,135.0,6.9,77,"sheriff, family secrets, neo-western, dark secrets"
Halloween 4: The Return of Michael Myers,"Horror, Thriller",5000000,9.302349,1988-10-21,17768757,88.0,5.9,209,"sheriff, scissors, ambulance, halloween, twist, knife, sequel, murder, serial killer, masked killer, blood, niece, evil, michael myers, october"
April Fool's Day,"Horror, Mystery",5000000,8.190888,1986-03-27,0,89.0,5.8,73,"island, party, murder, teen movie, slasher, april fool's day, holiday horror, canuxploitation, elimination derby, college friends"
Diner,"Comedy, Drama",0,5.87193,1982-04-02,0,110.0,6.9,83,"diner, baltimore maryland, fake accident, gambling debt, twenty something, 1950s"
Lone Wolf McQuade,"Action, Crime, Drama, Romance, Thriller, Western",5000000,8.452666,1983-04-14,12232628,107.0,5.5,67,"martial arts, kung fu, texas, fbi, wheelchair, texas ranger, weapon, gun battle, drug, father daughter relationship, killing a dog"
Apollo 18,"Horror, Thriller, Science Fiction",5000000,17.028252,2011-07-20,25562924,86.0,5.0,356,"moon, nasa, infection, barbecue, moon landing, hammer, alien, mockumentary, astronaut, alien infection, found footage"
Sunshine Cleaning,"Comedy, Drama",5000000,19.336367,2008-01-18,16174377,102.0,6.5,255,"suicide, single parent, sister sister relationship, cleaning lady, new mexico, teamwork, family business , crime scene, woman director"
No Escape,"Action, Thriller",5000000,38.006982,2015-08-26,54418872,103.0,6.7,777,"hotel, revolution, race against time, engineer, coup, survival, rebellion, execution, american, family, american abroad, u.s. embassy, foreign"
The Beastmaster,"Action, Fantasy",0,6.377523,1982-08-20,14056528,118.0,6.0,97,"sword fight, animal"
Solomon and Sheba,"Drama, History, Romance, War",5000000,0.835617,1959-12-25,12200000,139.0,5.4,8,"israel, egypt, religion and supernatural, epic"
Fifty Shades of Black,"Romance, Comedy",20000000,14.947588,2016-01-28,21164799,92.0,4.3,331,"sex, black, parody, spoof, millionaire"
Not Easily Broken,"Drama, Romance",0,5.1299,2009-01-09,0,99.0,6.3,9,
A Farewell to Arms,"Drama, Romance, War",4,1.199451,1932-12-08,25,89.0,6.2,28,"italy, nurse, love letter, officer, priest, escape, hospital, best friend, pre-code, air raid, ambulance driver, battle of the isonzo, air attack"
The Perfect Match,"Comedy, Romance",0,3.810827,2016-03-11,0,96.0,5.2,42,"bet, match, playboy, fear of commitment, best friend"
Digimon: The Movie,"Fantasy, Animation, Science Fiction, Family",5500000,3.7387,2000-03-17,0,82.0,6.2,72,"video game, monster, loss of energy, egg, computer, good vs evil, internet, based on video game, giant egg, animal trainer, superhero kids, anime"
Saved!,"Comedy, Drama",0,9.85123,2004-01-21,0,92.0,6.3,147,"christianity, gay, coming out, independent film, coming of age, lgbt child"
Les Invasions barbares,"Comedy, Crime, Drama",8000000,3.03091,2003-05-21,3432342,99.0,6.7,77,"father son relationship, socialism, yuppie, professor, dying and death, cancer, money, university, illness, dying, family conflict, friend"
Robin and Marian,"Action, Adventure, Drama, Romance",0,3.199904,1976-03-11,0,106.0,6.6,50,"england, crusade, robin hood, king richard"
The Forsaken,"Action, Adventure, Horror, Thriller",5000000,2.739307,2001-04-27,0,90.0,4.9,47,"vampire, full moon, poster, hitchhiker, homoeroticism, newspaper headline, vampire slayer, switchblade, gun in mouth, film canister, playing chicken, blood sucking, traffic violation, virus"
Force 10 from Navarone,"Action, Adventure, War, Thriller",5000000,5.348446,1978-11-01,7230000,118.0,6.4,91,"gun, traitor, nazis, bridge, major, colonel, blood, sergeant, battle, partisan, woman, task force, keith mallory"
UHF,Comedy,5000000,4.070044,1989-07-21,0,97.0,6.7,89,"loser, tv station, game show, tv star, music video, satire, cult film, indiana jones spoof scene, music spoof"
Grandma's Boy,Comedy,0,9.974681,2006-01-06,6538177,94.0,6.6,220,"video game, grandmother grandson relationship, man child, stoner, game tester"
Slums of Beverly Hills,"Comedy, Drama",5000000,6.308298,1998-08-14,0,91.0,6.5,44,"sex, independent film, moving, beverly hills, woman director, nursing school, nomad"
C'era una volta il West,Western,5000000,49.333137,1968-12-21,5321508,175.0,8.1,1128,"showdown, bounty, bounty hunter, loss of brother, sadness, blackmail, harmonica, anti hero, auction, dying and death, peasant, insanity, spaghetti western"
Made,"Action, Comedy, Thriller",5000000,4.149628,2001-07-13,5476060,94.0,6.3,55,
Moon,"Science Fiction, Drama",5000000,46.114184,2009-06-12,9760104,97.0,7.6,1794,"moon, artificial intelligence, clone, isolation, future, dystopia, space, cloning, moon base"
Keeping Up with the Steins,Comedy,0,3.562563,2006-05-12,0,90.0,5.2,18,"bar mitvah, party, independent film"
Sea Rex 3D: Journey to a Prehistoric World,Documentary,5000000,4.498368,2010-05-14,4074023,41.0,5.9,11,"prehistoric, dinosaur, imax, underwater scene, 3d, short"
The Sweet Hereafter,Drama,5000000,7.673124,1997-05-14,3263585,112.0,6.8,103,"canada, suffering, village, paralysis, independent film, lawyer, school bus, vehicular accident"
Des hommes et des dieux,"Drama, History",4000000,4.992475,2010-05-18,41424067,120.0,6.5,91,"monk, sunrise, medicine, hostage, evacuation, koran, protection, french, community, peace, faith, based on true story, religion, terrorism"
Bottle Shock,"Comedy, Drama",5000000,6.174435,2008-08-06,4040588,110.0,6.6,60,"wine garden, wine, winzer"
Jekyll and Hyde ... Together Again,"Comedy, Horror, Science Fiction",0,0.805312,1982-11-10,0,87.0,4.6,5,"double life, musical, jekyll and hyde"
Heavenly Creatures,"Drama, Fantasy",5000000,8.753409,1994-09-02,3049135,99.0,7.0,294,"mother, sex, secret, obsession, literature, nudity, fantasy, passion, love, friends, murder, independent film, lesbian, true, relationship"
90 Minutes in Heaven,Drama,5000000,3.943706,2015-09-11,4842699,121.0,5.4,40,"hospital, church"
Everything Must Go,"Comedy, Drama, Romance",5000000,9.169411,2010-10-15,2614773,97.0,6.0,208,"alcohol, arizona, beer, playboy, independent film, salesman, pregnant, repo man"
Zero Effect,"Comedy, Crime, Mystery, Thriller",5000000,2.732031,1998-01-30,1980338,116.0,6.0,55,"detective, blackmail, independent film"
The Machinist,"Thriller, Drama",5000000,35.252056,2004-02-09,8203235,101.0,7.3,1247,"factory, insomnia, post it, machinist, cleaning bathroom tile, osha, taunting, manhole, one armed man, torment, department of motor vehicles, mother's day, losing weight, old photograph, dostoevsky"
Light Sleeper,"Drama, Crime",5000000,6.063868,1992-08-21,0,103.0,5.7,15,"suicide, drug dealer, redemption, addict, existentialism"
Kill the Messenger,"Thriller, Crime, Drama, Mystery",5000000,21.343093,2014-10-09,2450846,112.0,6.6,355,biography
Rabbit Hole,Drama,5000000,10.095184,2010-12-16,5129058,91.0,6.9,165,"loss of son, trauma, toy, marriage, grief, memory, crying, parking lot, therapy, car seat"
Party Monster,"Comedy, Drama, Crime",5000000,4.129165,2003-09-05,742898,98.0,5.9,58,"new york, hotel, based on novel, birthday, bath, nightclub, donut, hallucination, costume, injection, death of a friend, arrest, police, party, friends, independent film, man man relationship, money, drug"
Green Room,"Horror, Crime, Thriller",5000000,30.001024,2016-04-15,3220371,95.0,6.7,683,"skinhead, heroin, music, cover-up, murder, suspense, gore, duct tape, swastika, pitbull, witness to murder, meat cleaver, bitten in the neck, neo nazi, punk band, fire extinguisher, mumblegore, killer dog, mauling, box cutter, feedback, mic stand"
